"id","name","known_for","country","latitude","longitude","created_at","updated_at","airport_code","gmt","city_iata_code","country_iso2","airport_name","country_name","timezone"
8517,Aachen/Merzbruck,,Germany,50.75,6.133333,2021-03-04 22:16:21,2021-03-04 22:16:21,AAH,"1",AAH,DE,Aachen/Merzbruck,Germany,Europe/Berlin
8518,Aalborg,,Denmark,57.08655,9.872241,2021-03-04 22:16:21,2021-03-04 22:16:21,AAL,"1",AAL,DK,Aalborg,Denmark,Europe/Copenhagen
8519,Anapa,,Russia,44.9,37.316666,2021-03-04 22:16:21,2021-03-04 22:16:21,AAQ,"3",AAQ,RU,Anapa,Russia,Europe/Moscow
8520,Aarhus Airport,,Denmark,56.30823,10.626351,2021-03-04 22:16:21,2021-03-04 22:16:21,AAR,"1",AAR,DK,Aarhus Airport,Denmark,Europe/Copenhagen
8521,Los Llanos,,Spain,38.948334,-1.863333,2021-03-04 22:16:21,2021-03-04 22:16:21,ABC,"1",ABC,ES,Los Llanos,Spain,Europe/Madrid
8522,Dyce,,United Kingdom,57.200253,-2.204186,2021-03-04 22:16:21,2021-03-04 22:16:21,ABZ,,ABZ,GB,Dyce,United Kingdom,Europe/London
8523,Altenrhein,,Switzerland,47.483334,9.566667,2021-03-04 22:16:21,2021-03-04 22:16:21,ACH,"1",ACH,CH,Altenrhein,Switzerland,Europe/Zurich
8524,The Blaye,,Guernsey,49.709347,-2.215369,2021-03-04 22:16:21,2021-03-04 22:16:21,ACI,,ACI,GG,The Blaye,Guernsey,Europe/Guernsey
8525,Adana,,Turkey,36.98503,35.29736,2021-03-04 22:16:21,2021-03-04 22:16:21,ADA,"3",ADA,TR,Adana,Turkey,Europe/Istanbul
8526,Adnan Menderes Airport,,Turkey,38.294403,27.147594,2021-03-04 22:16:21,2021-03-04 22:16:21,ADB,"3",IZM,TR,Adnan Menderes Airport,Turkey,Europe/Istanbul
8527,Adiyaman,,Turkey,37.75,38.266666,2021-03-04 22:16:21,2021-03-04 22:16:21,ADF,"3",ADF,TR,Adiyaman,Turkey,Europe/Istanbul
8528,Leuchars,,United Kingdom,56.36667,-2.866667,2021-03-04 22:16:21,2021-03-04 22:16:21,ADX,,ADX,GB,Leuchars,United Kingdom,Europe/London
8529,Sochi/Adler International Airport,,Russia,43.44884,39.941105,2021-03-04 22:16:21,2021-03-04 22:16:21,AER,"3",AER,RU,Sochi/Adler International Airport,Russia,Europe/Moscow
8530,Vigra,,Norway,62.559643,6.116605,2021-03-04 22:16:21,2021-03-04 22:16:21,AES,"1",AES,NO,Vigra,Norway,Europe/Oslo
8531,Afyon,,Turkey,38.733334,30.6,2021-03-04 22:16:21,2021-03-04 22:16:21,AFY,"3",AFY,TR,Afyon,Turkey,Europe/Istanbul
8532,Augsburg - Muehlhausen,,Germany,48.425278,10.931667,2021-03-04 22:16:21,2021-03-04 22:16:21,AGB,"1",MUC,DE,Augsburg - Muehlhausen,Germany,Europe/Berlin
8533,La Garenne,,France,44.17361,0.598611,2021-03-04 22:16:21,2021-03-04 22:16:21,AGF,"1",AGF,FR,La Garenne,France,Europe/Paris
8534,Angelholm,,Sweden,56.293056,12.8625,2021-03-04 22:16:21,2021-03-04 22:16:21,AGH,"1",AGH,SE,Angelholm,Sweden,Europe/Stockholm
8535,Pablo Ruiz Picasso,,Spain,36.675182,-4.489616,2021-03-04 22:16:21,2021-03-04 22:16:21,AGP,"1",AGP,ES,Pablo Ruiz Picasso,Spain,Europe/Madrid
8536,Fertilia,,Italy,40.630405,8.295891,2021-03-04 22:16:21,2021-03-04 22:16:21,AHO,"1",AHO,IT,Fertilia,Italy,Europe/Rome
8537,Alpe D Huez,,France,45.083332,6.083333,2021-03-04 22:16:21,2021-03-04 22:16:21,AHZ,"1",AHZ,FR,Alpe D Huez,France,Europe/Paris
8538,Campo Dell Oro,,France,41.91987,8.794013,2021-03-04 22:16:21,2021-03-04 22:16:21,AJA,"1",AJA,FR,Campo Dell Oro,France,Europe/Paris
8539,Agri,,Turkey,39.65,43.025,2021-03-04 22:16:21,2021-03-04 22:16:21,AJI,"3",AJI,TR,Agri,Turkey,Europe/Istanbul
8540,Arvidsjaur,,Sweden,65.59139,19.285557,2021-03-04 22:16:21,2021-03-04 22:16:21,AJR,"1",AJR,SE,Arvidsjaur,Sweden,Europe/Stockholm
8541,Alicante El Altet,,Spain,38.287098,-0.557381,2021-03-04 22:16:21,2021-03-04 22:16:21,ALC,"1",ALC,ES,Alicante El Altet,Spain,Europe/Madrid
8542,Alta,,Norway,69.977165,23.355808,2021-03-04 22:16:21,2021-03-04 22:16:21,ALF,"1",ALF,NO,Alta,Norway,Europe/Oslo
8543,Albenga,,Italy,44.05,8.216667,2021-03-04 22:16:21,2021-03-04 22:16:21,ALL,"1",ALL,IT,Albenga,Italy,Europe/Rome
8544,Schiphol,,Netherlands,52.30907,4.763385,2021-03-04 22:16:22,2021-03-04 22:16:22,AMS,"1",AMS,NL,Schiphol,Netherlands,Europe/Amsterdam
8545,Amderma,,Russia,69.76667,61.55,2021-03-04 22:16:22,2021-03-04 22:16:22,AMV,"3",AMV,RU,Amderma,Russia,Europe/Moscow
8546,Marce,,France,47.466667,-0.55,2021-03-04 22:16:22,2021-03-04 22:16:22,ANE,"1",ANE,FR,Marce,France,Europe/Paris
8547,Brie-Champniers,,France,45.733334,0.216667,2021-03-04 22:16:22,2021-03-04 22:16:22,ANG,"1",ANG,FR,Brie-Champniers,France,Europe/Paris
8548,Etimesgut,,Turkey,39.983334,32.833332,2021-03-04 22:16:22,2021-03-04 22:16:22,ANK,"3",ANK,TR,Etimesgut,Turkey,Europe/Istanbul
8549,Deurne/ Antwerp Airport,,Belgium,51.18916,4.450672,2021-03-04 22:16:22,2021-03-04 22:16:22,ANR,"1",ANR,BE,Deurne/ Antwerp Airport,Belgium,Europe/Brussels
8550,"Andøya Lufthavn, Andenes",,Norway,69.30492,16.133326,2021-03-04 22:16:22,2021-03-04 22:16:22,ANX,"1",ANX,NO,"Andøya Lufthavn, Andenes",Norway,Europe/Oslo
8551,Altenburg Nobitz,,Germany,50.983334,12.45,2021-03-04 22:16:22,2021-03-04 22:16:22,AOC,"1",AOC,DE,Altenburg Nobitz,Germany,Europe/Berlin
8552,Anadolu University,,Turkey,39.81,30.519444,2021-03-04 22:16:22,2021-03-04 22:16:22,AOE,"3",ESK,TR,Anadolu University,Turkey,Europe/Istanbul
8553,Falconara,,Italy,43.60691,13.355723,2021-03-04 22:16:22,2021-03-04 22:16:22,AOI,"1",AOI,IT,Falconara,Italy,Europe/Rome
8554,Karpathos,,Greece,35.420685,27.146729,2021-03-04 22:16:22,2021-03-04 22:16:22,AOK,"2",AOK,GR,Karpathos,Greece,Europe/Athens
8555,Corrado Gex,,Italy,45.73861,7.3625,2021-03-04 22:16:22,2021-03-04 22:16:22,AOT,"1",AOT,IT,Corrado Gex,Italy,Europe/Rome
8556,Arkhangelsk,,Russia,64.594795,40.711903,2021-03-04 22:16:22,2021-03-04 22:16:22,ARH,"3",ARH,RU,Arkhangelsk,Russia,Europe/Moscow
8557,Arlanda,,Sweden,59.64982,17.930365,2021-03-04 22:16:22,2021-03-04 22:16:22,ARN,"1",STO,SE,Arlanda,Sweden,Europe/Stockholm
8558,Arad,,Romania,46.183334,21.266666,2021-03-04 22:16:22,2021-03-04 22:16:22,ARW,"2",ARW,RO,Arad,Romania,Europe/Bucharest
8559,Astrakhan,,Russia,46.2877,47.999977,2021-03-04 22:16:22,2021-03-04 22:16:22,ASF,"3",ASF,RU,Astrakhan,Russia,Europe/Volgograd
8560,Erkilet International Airport,,Turkey,38.7742,35.490707,2021-03-04 22:16:22,2021-03-04 22:16:22,ASR,"3",ASR,TR,Erkilet International Airport,Turkey,Europe/Istanbul
8561,"Athens International Airport ""Eleftherios Venizelos""",,Greece,37.93635,23.946486,2021-03-04 22:16:22,2021-03-04 22:16:22,ATH,"2",ATH,GR,"Athens International Airport ""Eleftherios Venizelos""",Greece,Europe/Athens
8562,Auxerre Branches,,France,47.85,3.5,2021-03-04 22:16:22,2021-03-04 22:16:22,AUF,"1",AUF,FR,Auxerre Branches,France,Europe/Paris
8563,Aurillac,,France,44.8975,2.418056,2021-03-04 22:16:22,2021-03-04 22:16:22,AUR,"1",AUR,FR,Aurillac,France,Europe/Paris
8564,Aviano,,Italy,46.033333,12.6,2021-03-04 22:16:22,2021-03-04 22:16:22,AVB,"1",AVB,IT,Aviano,Italy,Europe/Rome
8565,Avignon-Caumont,,France,43.9,4.9,2021-03-04 22:16:22,2021-03-04 22:16:22,AVN,"1",AVN,FR,Avignon-Caumont,France,Europe/Paris
8566,Dimokritos,,Greece,40.856785,25.944893,2021-03-04 22:16:22,2021-03-04 22:16:22,AXD,"2",AXD,GR,Dimokritos,Greece,Europe/Athens
8567,Antalya,,Turkey,36.89928,30.80135,2021-03-04 22:16:22,2021-03-04 22:16:22,AYT,"3",AYT,TR,Antalya,Turkey,Europe/Istanbul
8568,Barcelonnette,,France,44.38333,6.666667,2021-03-04 22:16:22,2021-03-04 22:16:22,BAE,"1",BAE,FR,Barcelonnette,France,Europe/Paris
8569,Batman,,Turkey,37.916668,41.083332,2021-03-04 22:16:22,2021-03-04 22:16:22,BAL,"3",BAL,TR,Batman,Turkey,Europe/Istanbul
8570,Bauru,,Italy,-22.343056,-49.0525,2021-03-04 22:16:23,2021-03-04 22:16:23,BAU,"1",BRI,IT,Bauru,Italy,Europe/Rome
8571,Baia Mare,,Romania,47.65,23.466667,2021-03-04 22:16:23,2021-03-04 22:16:23,BAY,"2",BAY,RO,Baia Mare,Romania,Europe/Bucharest
8572,Barth,,Germany,54.33972,12.711667,2021-03-04 22:16:23,2021-03-04 22:16:23,BBH,"1",BBH,DE,Barth,Germany,Europe/Berlin
8573,Bitburg Air Base,,Germany,49.966667,6.516667,2021-03-04 22:16:23,2021-03-04 22:16:23,BBJ,"1",BBJ,DE,Bitburg Air Base,Germany,Europe/Berlin
8574,Bembridge,,United Kingdom,50.683334,-1.083333,2021-03-04 22:16:23,2021-03-04 22:16:23,BBP,,BBP,GB,Bembridge,United Kingdom,Europe/London
8575,Blackbushe,,United Kingdom,51.333332,-0.85,2021-03-04 22:16:23,2021-03-04 22:16:23,BBS,,BBS,GB,Blackbushe,United Kingdom,Europe/London
8576,Baneasa,,Romania,44.495934,26.080996,2021-03-04 22:16:23,2021-03-04 22:16:23,BBU,"2",BUH,RO,Baneasa,Romania,Europe/Bucharest
8577,Bacau,,Romania,46.59861,26.881945,2021-03-04 22:16:23,2021-03-04 22:16:23,BCM,"2",BCM,RO,Bacau,Romania,Europe/Bucharest
8578,El Prat De Llobregat,,Spain,41.30303,2.07593,2021-03-04 22:16:23,2021-03-04 22:16:23,BCN,"1",BCN,ES,El Prat De Llobregat,Spain,Europe/Madrid
8579,Bandirma,,Turkey,40.318333,27.977222,2021-03-04 22:16:23,2021-03-04 22:16:23,BDM,"3",BDM,TR,Bandirma,Turkey,Europe/Istanbul
8580,Papola Casale,,Italy,40.657993,17.939053,2021-03-04 22:16:23,2021-03-04 22:16:23,BDS,"1",BDS,IT,Papola Casale,Italy,Europe/Rome
8581,Bardufoss,,Norway,69.056114,18.54,2021-03-04 22:16:23,2021-03-04 22:16:23,BDU,"1",BDU,NO,Bardufoss,Norway,Europe/Oslo
8582,Benbecula,,United Kingdom,57.473415,-7.376028,2021-03-04 22:16:23,2021-03-04 22:16:23,BEB,,BEB,GB,Benbecula,United Kingdom,Europe/London
8583,Belgrade Nikola Tesla,,Serbia,44.819443,20.306944,2021-03-04 22:16:23,2021-03-04 22:16:23,BEG,"1",BEG,RS,Belgrade Nikola Tesla,Serbia,Europe/Belgrade
8584,Brest Lesquin,,France,48.445374,-4.415827,2021-03-04 22:16:23,2021-03-04 22:16:23,BES,"1",BES,FR,Brest Lesquin,France,Europe/Paris
8585,Benson (RAF Station),,United Kingdom,51.63333,-1.083333,2021-03-04 22:16:23,2021-03-04 22:16:23,BEX,,BEX,GB,Benson (RAF Station),United Kingdom,Europe/London
8586,Bielefeld,,Germany,52.016666,8.55,2021-03-04 22:16:23,2021-03-04 22:16:23,BFE,"1",BFE,DE,Bielefeld,Germany,Europe/Berlin
8587,Aldergrove International Airport,,United Kingdom,54.662395,-6.217616,2021-03-04 22:16:23,2021-03-04 22:16:23,BFS,,BFS,GB,Aldergrove International Airport,United Kingdom,Europe/London
8588,Braganca,,Portugal,41.816666,-6.75,2021-03-04 22:16:23,2021-03-04 22:16:23,BGC,,BGC,PT,Braganca,Portugal,Europe/Lisbon
8589,"Bergen Airport, Flesland",,Norway,60.289062,5.228169,2021-03-04 22:16:23,2021-03-04 22:16:23,BGO,"1",BGO,NO,"Bergen Airport, Flesland",Norway,Europe/Oslo
8590,Bergamo - Orio al Serio,,Italy,45.665314,9.698713,2021-03-04 22:16:23,2021-03-04 22:16:23,BGY,"1",MIL,IT,Bergamo - Orio al Serio,Italy,Europe/Rome
8591,Braga,,Portugal,41.55,-8.433333,2021-03-04 22:16:23,2021-03-04 22:16:23,BGZ,,BGZ,PT,Braga,Portugal,Europe/Lisbon
8592,George Best Belfast City,,United Kingdom,54.61452,-5.870215,2021-03-04 22:16:23,2021-03-04 22:16:23,BHD,,BFS,GB,George Best Belfast City,United Kingdom,Europe/London
8593,Birmingham International Airport,,United Kingdom,52.45252,-1.733256,2021-03-04 22:16:23,2021-03-04 22:16:23,BHX,,BHX,GB,Birmingham International Airport,United Kingdom,Europe/London
8594,Poretta,,France,42.547615,9.480124,2021-03-04 22:16:23,2021-03-04 22:16:23,BIA,"1",BIA,FR,Poretta,France,Europe/Paris
8595,Bilbao,,Spain,43.305534,-2.905808,2021-03-04 22:16:23,2021-03-04 22:16:23,BIO,"1",BIO,ES,Bilbao,Spain,Europe/Madrid
8596,Biarritz Parme,,France,43.472416,-1.531242,2021-03-04 22:16:23,2021-03-04 22:16:23,BIQ,"1",BIQ,FR,Biarritz Parme,France,Europe/Paris
8597,Batsfjord,,Norway,70.6,29.666668,2021-03-04 22:16:23,2021-03-04 22:16:23,BJF,"1",BJF,NO,Batsfjord,Norway,Europe/Oslo
8598,Milas,,Turkey,37.243954,27.672781,2021-03-04 22:16:23,2021-03-04 22:16:23,BJV,"3",BJV,TR,Milas,Turkey,Europe/Istanbul
8599,Batajnica,,Serbia,44.93528,20.2575,2021-03-04 22:16:23,2021-03-04 22:16:23,BJY,"1",BEG,RS,Batajnica,Serbia,Europe/Belgrade
8600,Talaveral La Real,,Spain,38.891666,-6.82,2021-03-04 22:16:23,2021-03-04 22:16:23,BJZ,"1",BJZ,ES,Talaveral La Real,Spain,Europe/Madrid
8601,Dala Airport,,Sweden,60.42973,15.50826,2021-03-04 22:16:23,2021-03-04 22:16:23,BLE,"1",BLE,SE,Dala Airport,Sweden,Europe/Stockholm
8602,Blackpool Airport,,United Kingdom,53.778385,-3.041985,2021-03-04 22:16:23,2021-03-04 22:16:23,BLK,,BLK,GB,Blackpool Airport,United Kingdom,Europe/London
8603,Billund,,Denmark,55.747383,9.147874,2021-03-04 22:16:24,2021-03-04 22:16:24,BLL,"1",BLL,DK,Billund,Denmark,Europe/Copenhagen
8604,Guglielmo Marconi,,Italy,44.529266,11.293289,2021-03-04 22:16:24,2021-03-04 22:16:24,BLQ,"1",BLQ,IT,Guglielmo Marconi,Italy,Europe/Rome
8605,Belmullet,,Ireland,54.233334,-10.0,2021-03-04 22:16:24,2021-03-04 22:16:24,BLY,,BLY,IE,Belmullet,Ireland,Europe/Dublin
8606,Bromma,,Sweden,59.35566,17.94608,2021-03-04 22:16:24,2021-03-04 22:16:24,BMA,"1",STO,SE,Bromma,Sweden,Europe/Stockholm
8607,Bronnoy,,Norway,65.4617,12.215772,2021-03-04 22:16:24,2021-03-04 22:16:24,BNN,"1",BNN,NO,Bronnoy,Norway,Europe/Oslo
8608,Banja Luka,,Bosnia and Herzegovina,44.933334,17.3,2021-03-04 22:16:24,2021-03-04 22:16:24,BNX,"1",BNX,BA,Banja Luka,Bosnia and Herzegovina,Europe/Sarajevo
8609,Mérignac,,France,44.83102,-0.70217,2021-03-04 22:16:24,2021-03-04 22:16:24,BOD,"1",BOD,FR,Mérignac,France,Europe/Paris
8610,Bournemouth International,,United Kingdom,50.77827,-1.832476,2021-03-04 22:16:24,2021-03-04 22:16:24,BOH,,BOH,GB,Bournemouth International,United Kingdom,Europe/London
8611,Bourgas,,Bulgaria,42.416668,27.283333,2021-03-04 22:16:24,2021-03-04 22:16:24,BOJ,"2",BOJ,BG,Bourgas,Bulgaria,Europe/Sofia
8612,Ballykelly,,United Kingdom,55.0,-7.0,2021-03-04 22:16:24,2021-03-04 22:16:24,BOL,,BOL,GB,Ballykelly,United Kingdom,Europe/London
8613,Bodo,,Norway,67.27262,14.367839,2021-03-04 22:16:24,2021-03-04 22:16:24,BOO,"1",BOO,NO,Bodo,Norway,Europe/Oslo
8614,Bourges,,France,47.15,2.416667,2021-03-04 22:16:24,2021-03-04 22:16:24,BOU,"1",BOU,FR,Bourges,France,Europe/Paris
8615,Biggin Hill,,United Kingdom,51.333332,0.033333,2021-03-04 22:16:24,2021-03-04 22:16:24,BQH,,LON,GB,Biggin Hill,United Kingdom,Europe/London
8616,Brest,,Belarus,52.11667,23.883333,2021-03-04 22:16:24,2021-03-04 22:16:24,BQT,"3",BQT,BY,Brest,Belarus,Europe/Minsk
8617,Bremen,,Germany,53.05297,8.785352,2021-03-04 22:16:24,2021-03-04 22:16:24,BRE,"1",BRE,DE,Bremen,Germany,Europe/Berlin
8618,Palese,,Italy,41.13388,16.76391,2021-03-04 22:16:24,2021-03-04 22:16:24,BRI,"1",BRI,IT,Palese,Italy,Europe/Rome
8619,Belp,,Switzerland,46.911728,7.50356,2021-03-04 22:16:24,2021-03-04 22:16:24,BRN,"1",BRN,CH,Belp,Switzerland,Europe/Zurich
8620,Turany,,Czech Republic,49.15,16.7,2021-03-04 22:16:24,2021-03-04 22:16:24,BRQ,"1",BRQ,CZ,Turany,Czech Republic,Europe/Prague
8621,North Bay,,United Kingdom,57.023335,-7.440278,2021-03-04 22:16:24,2021-03-04 22:16:24,BRR,,BRR,GB,North Bay,United Kingdom,Europe/London
8622,Bristol,,United Kingdom,51.386757,-2.710659,2021-03-04 22:16:24,2021-03-04 22:16:24,BRS,,BRS,GB,Bristol,United Kingdom,Europe/London
8623,Brussels Airport,,Belgium,50.89717,4.483602,2021-03-04 22:16:24,2021-03-04 22:16:24,BRU,"1",BRU,BE,Brussels Airport,Belgium,Europe/Brussels
8624,Euroairport Swiss,,Switzerland,47.59961,7.532604,2021-03-04 22:16:24,2021-03-04 22:16:24,BSL,"1",EAP,CH,Euroairport Swiss,Switzerland,Europe/Zurich
8625,M. R. Štefánika,,Slovakia,48.170017,17.199799,2021-03-04 22:16:24,2021-03-04 22:16:24,BTS,"1",BTS,SK,M. R. Štefánika,Slovakia,Europe/Bratislava
8626,Liszt Ferenc International,,Hungary,47.433037,19.261621,2021-03-04 22:16:24,2021-03-04 22:16:24,BUD,"1",BUD,HU,Liszt Ferenc International,Hungary,Europe/Budapest
8627,Beauvais-Tille,,France,49.459488,2.110815,2021-03-04 22:16:24,2021-03-04 22:16:24,BVA,"1",PAR,FR,Beauvais-Tille,France,Europe/Paris
8628,Laroche,,France,45.166668,1.533333,2021-03-04 22:16:24,2021-03-04 22:16:24,BVE,"1",BVE,FR,Laroche,France,Europe/Paris
8629,Berlevag,,Norway,70.86667,29.0,2021-03-04 22:16:24,2021-03-04 22:16:24,BVG,"1",BVG,NO,Berlevag,Norway,Europe/Oslo
8630,Braunschweig,,Germany,52.266666,10.533333,2021-03-04 22:16:24,2021-03-04 22:16:24,BWE,"1",BWE,DE,Braunschweig,Germany,Europe/Berlin
8631,Walney Island,,United Kingdom,54.11667,-3.233333,2021-03-04 22:16:24,2021-03-04 22:16:24,BWF,,BWF,GB,Walney Island,United Kingdom,Europe/London
8632,Brac,,Croatia,43.283333,16.683332,2021-03-04 22:16:24,2021-03-04 22:16:24,BWK,"1",BWK,HR,Brac,Croatia,Europe/Zagreb
8633,Balakovo,,Russia,51.86667,47.75,2021-03-04 22:16:24,2021-03-04 22:16:24,BWO,"3",BWO,RU,Balakovo,Russia,Europe/Volgograd
8634,Imsik,,Turkey,37.134724,27.667221,2021-03-04 22:16:24,2021-03-04 22:16:24,BXN,"3",BJV,TR,Imsik,Turkey,Europe/Istanbul
8635,Buochs,,Switzerland,46.966667,8.383333,2021-03-04 22:16:24,2021-03-04 22:16:24,BXO,"1",BXO,CH,Buochs,Switzerland,Europe/Zurich
8636,Biala Podlaska,,Poland,52.00551,23.14542,2021-03-04 22:16:24,2021-03-04 22:16:24,BXP,"1",BXP,PL,Biala Podlaska,Poland,Europe/Warsaw
8637,Beja International,,Portugal,38.0789,-7.9324,2021-03-04 22:16:25,2021-03-04 22:16:25,BYJ,,BYJ,PT,Beja International,Portugal,Europe/Lisbon
8638,Bantry,,Ireland,51.683334,-9.45,2021-03-04 22:16:25,2021-03-04 22:16:25,BYT,,BYT,IE,Bantry,Ireland,Europe/Dublin
8639,Bindlacher-Berg,,Germany,49.985558,11.64,2021-03-04 22:16:25,2021-03-04 22:16:25,BYU,"1",BYU,DE,Bindlacher-Berg,Germany,Europe/Berlin
8640,Bydgoszcz I. J. Paderewski Airport,,Poland,53.09667,17.978611,2021-03-04 22:16:25,2021-03-04 22:16:25,BZG,"1",BZG,PL,Bydgoszcz I. J. Paderewski Airport,Poland,Europe/Warsaw
8641,Balikesir,,Turkey,39.61722,27.927778,2021-03-04 22:16:25,2021-03-04 22:16:25,BZI,"3",BZI,TR,Balikesir,Turkey,Europe/Istanbul
8642,Briansk,,Russia,53.266666,34.333332,2021-03-04 22:16:25,2021-03-04 22:16:25,BZK,"3",BZK,RU,Briansk,Russia,Europe/Moscow
8643,Bolzano,,Italy,46.462444,11.330511,2021-03-04 22:16:25,2021-03-04 22:16:25,BZO,"1",BZO,IT,Bolzano,Italy,Europe/Rome
8644,Beziers Vias,,France,43.324165,3.354444,2021-03-04 22:16:25,2021-03-04 22:16:25,BZR,"1",BZR,FR,Beziers Vias,France,Europe/Paris
8645,Raf Brize Norton,,United Kingdom,51.75,-1.587093,2021-03-04 22:16:25,2021-03-04 22:16:25,BZZ,,BZZ,GB,Raf Brize Norton,United Kingdom,Europe/London
8646,Elmas,,Italy,39.254333,9.060673,2021-03-04 22:16:25,2021-03-04 22:16:25,CAG,"1",CAG,IT,Elmas,Italy,Europe/Rome
8647,Machrihanish,,United Kingdom,55.43639,-5.686667,2021-03-04 22:16:25,2021-03-04 22:16:25,CAL,,CAL,GB,Machrihanish,United Kingdom,Europe/London
8648,Carlisle,,United Kingdom,54.93667,-2.809444,2021-03-04 22:16:25,2021-03-04 22:16:25,CAX,,CAX,GB,Carlisle,United Kingdom,Europe/London
8649,Cambridge,,United Kingdom,52.2,0.183333,2021-03-04 22:16:25,2021-03-04 22:16:25,CBG,,CBG,GB,Cambridge,United Kingdom,Europe/London
8650,Coimbra,,Portugal,40.2,-8.416667,2021-03-04 22:16:25,2021-03-04 22:16:25,CBP,,CBP,PT,Coimbra,Portugal,Europe/Lisbon
8651,Salvaza,,France,43.216667,2.316667,2021-03-04 22:16:25,2021-03-04 22:16:25,CCF,"1",CCF,FR,Salvaza,France,Europe/Paris
8652,Charles De Gaulle,,France,49.003197,2.567023,2021-03-04 22:16:25,2021-03-04 22:16:25,CDG,"1",PAR,FR,Charles De Gaulle,France,Europe/Paris
8653,Castellon,,Spain,40.2097,0.06972,2021-03-04 22:16:25,2021-03-04 22:16:25,CDT,"1",CDT,ES,Castellon,Spain,Europe/Madrid
8654,Cherepovets,,Russia,59.283333,38.066666,2021-03-04 22:16:25,2021-03-04 22:16:25,CEE,"3",CEE,RU,Cherepovets,Russia,Europe/Moscow
8655,Chester,,United Kingdom,53.166668,-2.916667,2021-03-04 22:16:25,2021-03-04 22:16:25,CEG,,CEG,GB,Chester,United Kingdom,Europe/London
8656,Mandelieu,,France,43.54639,6.954167,2021-03-04 22:16:25,2021-03-04 22:16:25,CEQ,"1",CEQ,FR,Mandelieu,France,Europe/Paris
8657,Maupertus,,France,49.65111,-1.465278,2021-03-04 22:16:25,2021-03-04 22:16:25,CER,"1",CER,FR,Maupertus,France,Europe/Paris
8658,Clermont/Ferrand Auvergne International (Aulnat),,France,45.78032,3.163893,2021-03-04 22:16:25,2021-03-04 22:16:25,CFE,"1",CFE,FR,Clermont/Ferrand Auvergne International (Aulnat),France,Europe/Paris
8659,Donegal,,Ireland,55.041668,-8.340278,2021-03-04 22:16:25,2021-03-04 22:16:25,CFN,,CFN,IE,Donegal,Ireland,Europe/Dublin
8660,Carpiquet,,France,49.183437,-0.459276,2021-03-04 22:16:25,2021-03-04 22:16:25,CFR,"1",CFR,FR,Carpiquet,France,Europe/Paris
8661,Ioannis Kapodistrias,,Greece,39.60784,19.914644,2021-03-04 22:16:25,2021-03-04 22:16:25,CFU,"2",CFU,GR,Ioannis Kapodistrias,Greece,Europe/Athens
8662,Cologne/bonn,,Germany,50.878365,7.122224,2021-03-04 22:16:25,2021-03-04 22:16:25,CGN,"1",CGN,DE,Cologne/bonn,Germany,Europe/Berlin
8663,Souda,,Greece,35.5402,24.140373,2021-03-04 22:16:25,2021-03-04 22:16:25,CHQ,"2",CHQ,GR,Souda,Greece,Europe/Athens
8664,Chateauroux,,France,46.816666,1.7,2021-03-04 22:16:25,2021-03-04 22:16:25,CHR,"1",CHR,FR,Chateauroux,France,Europe/Paris
8665,Chaves,,Portugal,41.733334,-7.466667,2021-03-04 22:16:25,2021-03-04 22:16:25,CHV,,CHV,PT,Chaves,Portugal,Europe/Lisbon
8666,Ciampino,,Italy,41.799065,12.590987,2021-03-04 22:16:25,2021-03-04 22:16:25,CIA,"1",ROM,IT,Ciampino,Italy,Europe/Rome
8667,Cildir,,Turkey,47.90278,-112.312225,2021-03-04 22:16:25,2021-03-04 22:16:25,CII,"3",CII,TR,Cildir,Turkey,Europe/Istanbul
8668,Comiso,,Italy,36.99167,14.606944,2021-03-04 22:16:25,2021-03-04 22:16:25,CIY,"1",CIY,IT,Comiso,Italy,Europe/Rome
8669,Cherkassy,,Ukraine,49.416668,32.0,2021-03-04 22:16:25,2021-03-04 22:16:25,CKC,"2",CKC,UA,Cherkassy,Ukraine,Europe/Kiev
8670,Chkalovsky,,Russia,55.86667,38.051945,2021-03-04 22:16:25,2021-03-04 22:16:25,CKL,"3",CKL,RU,Chkalovsky,Russia,Europe/Moscow
8671,Canakkale,,Turkey,40.13333,26.4,2021-03-04 22:16:26,2021-03-04 22:16:26,CKZ,"3",CKZ,TR,Canakkale,Turkey,Europe/Istanbul
8672,Cluj Napoca International Airport,,Romania,46.782063,23.687014,2021-03-04 22:16:26,2021-03-04 22:16:26,CLJ,"2",CLJ,RO,Cluj Napoca International Airport,Romania,Europe/Bucharest
8673,Ste Catherine,,France,42.52778,8.791667,2021-03-04 22:16:26,2021-03-04 22:16:26,CLY,"1",CLY,FR,Ste Catherine,France,Europe/Paris
8674,Chambery,,France,45.637993,5.88437,2021-03-04 22:16:26,2021-03-04 22:16:26,CMF,"1",CMF,FR,Chambery,France,Europe/Paris
8675,Colmar-houssen,,France,48.083332,7.366667,2021-03-04 22:16:26,2021-03-04 22:16:26,CMR,"1",CMR,FR,Colmar-houssen,France,Europe/Paris
8676,Kogalniceanu,,Romania,44.35,28.483334,2021-03-04 22:16:26,2021-03-04 22:16:26,CND,"2",CND,RO,Kogalniceanu,Romania,Europe/Bucharest
8677,Parvaud,,France,45.683334,-0.333333,2021-03-04 22:16:26,2021-03-04 22:16:26,CNG,"1",CNG,FR,Parvaud,France,Europe/Paris
