"id","name","known_for","country","latitude","longitude","created_at","updated_at","airport_code","gmt","city_iata_code","country_iso2","airport_name","country_name","timezone"
8837,Ibiza,,Spain,38.876595,1.367803,2021-03-04 22:16:31,2021-03-04 22:16:31,IBZ,"1",IBZ,ES,Ibiza,Spain,Europe/Madrid
8838,Idre,,Sweden,61.86667,12.683333,2021-03-04 22:16:31,2021-03-04 22:16:31,IDB,"1",IDB,SE,Idre,Sweden,Europe/Stockholm
8839,Ile d'Yeu,,France,46.71787,-2.388694,2021-03-04 22:16:31,2021-03-04 22:16:31,IDY,"1",IDY,FR,Ile d'Yeu,France,Europe/Paris
8840,Babimost,,Poland,51.933334,15.516667,2021-03-04 22:16:31,2021-03-04 22:16:31,IEG,"1",IEG,PL,Babimost,Poland,Europe/Warsaw
8841,Zhulyany,,Ukraine,50.401943,30.450832,2021-03-04 22:16:31,2021-03-04 22:16:31,IEV,"2",IEV,UA,Zhulyany,Ukraine,Europe/Kiev
8842,Ivano-Frankovsk,,Ukraine,48.887535,24.707565,2021-03-04 22:16:31,2021-03-04 22:16:31,IFO,"2",IFO,UA,Ivano-Frankovsk,Ukraine,Europe/Kiev
8843,Cigli AB,,Turkey,38.31889,27.159445,2021-03-04 22:16:31,2021-03-04 22:16:31,IGL,"3",IZM,TR,Cigli AB,Turkey,Europe/Istanbul
8844,Ingolstadt-manching,,Germany,48.72325,11.54024,2021-03-04 22:16:31,2021-03-04 22:16:31,IGS,"1",IGS,DE,Ingolstadt-manching,Germany,Europe/Berlin
8845,Sleptsovskaya,,Russia,43.31778,45.001667,2021-03-04 22:16:31,2021-03-04 22:16:31,IGT,"3",IGT,RU,Sleptsovskaya,Russia,Europe/Moscow
8846,Izhevsk,,Russia,56.833332,53.466667,2021-03-04 22:16:31,2021-03-04 22:16:31,IJK,"4",IJK,RU,Izhevsk,Russia,Europe/Samara
8847,Alguaire,,Spain,41.728836,0.543302,2021-03-04 22:16:31,2021-03-04 22:16:31,ILD,"1",ILD,ES,Alguaire,Spain,Europe/Madrid
8848,Glenegedale,,United Kingdom,55.681946,-6.254167,2021-03-04 22:16:31,2021-03-04 22:16:31,ILY,,ILY,GB,Glenegedale,United Kingdom,Europe/London
8849,Zilina,,Slovakia,49.233334,18.766666,2021-03-04 22:16:31,2021-03-04 22:16:31,ILZ,"1",ILZ,SK,Zilina,Slovakia,Europe/Bratislava
8850,Inta,,Russia,66.066666,60.1,2021-03-04 22:16:31,2021-03-04 22:16:31,INA,"3",INA,RU,Inta,Russia,Europe/Moscow
8851,Constantine The Great International,,Serbia,43.33389,21.851667,2021-03-04 22:16:31,2021-03-04 22:16:31,INI,"1",INI,RS,Constantine The Great International,Serbia,Europe/Belgrade
8852,Innsbruck-kranebitten,,Austria,47.25745,11.351467,2021-03-04 22:16:31,2021-03-04 22:16:31,INN,"1",INN,AT,Innsbruck-kranebitten,Austria,Europe/Vienna
8853,Inisheer,,Ireland,53.033333,-9.433333,2021-03-04 22:16:31,2021-03-04 22:16:31,INQ,,INQ,IE,Inisheer,Ireland,Europe/Dublin
8854,Inverness,,United Kingdom,57.539345,-4.063738,2021-03-04 22:16:31,2021-03-04 22:16:31,INV,,INV,GB,Inverness,United Kingdom,Europe/London
8855,Ioannina,,Greece,39.696667,20.825832,2021-03-04 22:16:32,2021-03-04 22:16:32,IOA,"2",IOA,GR,Ioannina,Greece,Europe/Athens
8856,Ronaldsway,,Isle of Man,54.08677,-4.63473,2021-03-04 22:16:32,2021-03-04 22:16:32,IOM,,IOM,IM,Ronaldsway,Isle of Man,Europe/Isle_of_Man
8857,Kilronan,,Ireland,53.11667,-9.75,2021-03-04 22:16:32,2021-03-04 22:16:32,IOR,,IOR,IE,Kilronan,Ireland,Europe/Dublin
8858,St Marys,,United Kingdom,49.913334,-6.291667,2021-03-04 22:16:32,2021-03-04 22:16:32,ISC,,ISC,GB,St Marys,United Kingdom,Europe/London
8859,Isparta,,Turkey,37.86611,30.382221,2021-03-04 22:16:32,2021-03-04 22:16:32,ISE,"3",ISE,TR,Isparta,Turkey,Europe/Istanbul
8860,Ataturk Airport,,Turkey,40.976665,28.815277,2021-03-04 22:16:32,2021-03-04 22:16:32,IST,"3",IST,TR,Ataturk Airport,Turkey,Europe/Istanbul
8861,Ivalo,,Finland,68.611115,27.415556,2021-03-04 22:16:32,2021-03-04 22:16:32,IVL,"2",IVL,FI,Ivalo,Finland,Europe/Helsinki
8862,Ivanova,,Russia,56.942955,40.944546,2021-03-04 22:16:32,2021-03-04 22:16:32,IWA,"3",IWA,RU,Ivanova,Russia,Europe/Moscow
8863,Jambol,,Bulgaria,42.516666,26.483334,2021-03-04 22:16:32,2021-03-04 22:16:32,JAM,"2",JAM,BG,Jambol,Bulgaria,Europe/Sofia
8864,Jersey,,Jersey,49.205296,-2.194344,2021-03-04 22:16:32,2021-03-04 22:16:32,JER,,JER,JE,Jersey,Jersey,Europe/Jersey
8865,Ikaria,,Greece,37.666668,26.333332,2021-03-04 22:16:32,2021-03-04 22:16:32,JIK,"2",JIK,GR,Ikaria,Greece,Europe/Athens
8866,Axamo,,Sweden,57.7501,14.070497,2021-03-04 22:16:32,2021-03-04 22:16:32,JKG,"1",JKG,SE,Axamo,Sweden,Europe/Stockholm
8867,Chios,,Greece,38.345795,26.142336,2021-03-04 22:16:32,2021-03-04 22:16:32,JKH,"2",JKH,GR,Chios,Greece,Europe/Athens
8868,Kalymnos Island,,Greece,36.963333,26.940556,2021-03-04 22:16:32,2021-03-04 22:16:32,JKL,"2",JKL,GR,Kalymnos Island,Greece,Europe/Athens
8869,Mikonos,,Greece,37.43611,25.344444,2021-03-04 22:16:32,2021-03-04 22:16:32,JMK,"2",JMK,GR,Mikonos,Greece,Europe/Athens
8870,Naxos Airport,,Greece,37.1,25.383333,2021-03-04 22:16:32,2021-03-04 22:16:32,JNX,"2",JNX,GR,Naxos Airport,Greece,Europe/Athens
8871,Joensuu,,Finland,62.656788,29.61354,2021-03-04 22:16:32,2021-03-04 22:16:32,JOE,"2",JOE,FI,Joensuu,Finland,Europe/Helsinki
8872,Yoshkar-Ola,,Russia,56.716667,47.9,2021-03-04 22:16:32,2021-03-04 22:16:32,JOK,"3",JOK,RU,Yoshkar-Ola,Russia,Europe/Moscow
8873,Sitia,,Greece,35.216667,26.116667,2021-03-04 22:16:32,2021-03-04 22:16:32,JSH,"2",JSH,GR,Sitia,Greece,Europe/Athens
8874,Skiathos,,Greece,39.180557,23.505556,2021-03-04 22:16:32,2021-03-04 22:16:32,JSI,"2",JSI,GR,Skiathos,Greece,Europe/Athens
8875,Syros Island,,Greece,37.42361,24.95,2021-03-04 22:16:32,2021-03-04 22:16:32,JSY,"2",JSY,GR,Syros Island,Greece,Europe/Athens
8876,Santorini (Thira),,Greece,36.4,25.483334,2021-03-04 22:16:32,2021-03-04 22:16:32,JTR,"2",JTR,GR,Santorini (Thira),Greece,Europe/Athens
8877,Astypalaia,,Greece,36.566666,26.366667,2021-03-04 22:16:32,2021-03-04 22:16:32,JTY,"2",JTY,GR,Astypalaia,Greece,Europe/Athens
8878,Juist,,Germany,53.683334,7.066667,2021-03-04 22:16:32,2021-03-04 22:16:32,JUI,"1",JUI,DE,Juist,Germany,Europe/Berlin
8879,Jyvaskyla,,Finland,62.40362,25.68143,2021-03-04 22:16:33,2021-03-04 22:16:33,JYV,"2",JYV,FI,Jyvaskyla,Finland,Europe/Helsinki
8880,Kajaani,,Finland,64.27778,27.688889,2021-03-04 22:16:33,2021-03-04 22:16:33,KAJ,"2",KAJ,FI,Kajaani,Finland,Europe/Helsinki
8881,Kuusamo,,Finland,65.99028,29.233889,2021-03-04 22:16:33,2021-03-04 22:16:33,KAO,"2",KAO,FI,Kuusamo,Finland,Europe/Helsinki
8882,Kauhava,,Finland,63.1,23.083332,2021-03-04 22:16:33,2021-03-04 22:16:33,KAU,"2",KAU,FI,Kauhava,Finland,Europe/Helsinki
8883,Boryspil (Borispol),,Ukraine,50.341244,30.895206,2021-03-04 22:16:33,2021-03-04 22:16:33,KBP,"2",IEV,UA,Boryspil (Borispol),Ukraine,Europe/Kiev
8884,Kahramanmaras,,Turkey,37.534443,36.950558,2021-03-04 22:16:33,2021-03-04 22:16:33,KCM,"3",KCM,TR,Kahramanmaras,Turkey,Europe/Istanbul
8885,Cengiz Topel,,Turkey,40.75,29.833332,2021-03-04 22:16:33,2021-03-04 22:16:33,KCO,"3",KCO,TR,Cengiz Topel,Turkey,Europe/Istanbul
8886,Kardla,,Estonia,58.983334,22.8,2021-03-04 22:16:33,2021-03-04 22:16:33,KDL,"2",KDL,EE,Kardla,Estonia,Europe/Tallinn
8887,Kiel-Holtenau,,Germany,54.380833,10.143333,2021-03-04 22:16:33,2021-03-04 22:16:33,KEL,"1",KEL,DE,Kiel-Holtenau,Germany,Europe/Berlin
8888,Kemi/Tornio,,Finland,65.78006,24.57677,2021-03-04 22:16:33,2021-03-04 22:16:33,KEM,"2",KEM,FI,Kemi/Tornio,Finland,Europe/Helsinki
8889,Halli,,Finland,61.583332,24.75,2021-03-04 22:16:33,2021-03-04 22:16:33,KEV,"2",KEV,FI,Halli,Finland,Europe/Helsinki
8890,Khrabrovo,,Russia,54.882656,20.586645,2021-03-04 22:16:33,2021-03-04 22:16:33,KGD,"2",KGD,RU,Khrabrovo,Russia,Europe/Kaliningrad
8891,Kirovograd,,Ukraine,48.55,32.3,2021-03-04 22:16:33,2021-03-04 22:16:33,KGO,"2",KGO,UA,Kirovograd,Ukraine,Europe/Kiev
8892,Kos Island International Airport,,Greece,36.793056,27.095278,2021-03-04 22:16:33,2021-03-04 22:16:33,KGS,"2",KGS,GR,Kos Island International Airport,Greece,Europe/Athens
8893,Kerch,,Ukraine,45.36667,36.45,2021-03-04 22:16:33,2021-03-04 22:16:33,KHC,"3",KHC,UA,Kerch,Ukraine,Europe/Simferopol
8894,Kherson,,Ukraine,46.675278,32.627777,2021-03-04 22:16:33,2021-03-04 22:16:33,KHE,"2",KHE,UA,Kherson,Ukraine,Europe/Kiev
8895,Kauhajoki,,Finland,62.463055,22.394722,2021-03-04 22:16:33,2021-03-04 22:16:33,KHJ,"2",KHJ,FI,Kauhajoki,Finland,Europe/Helsinki
8896,Kristianstad,,Sweden,55.919445,14.088889,2021-03-04 22:16:33,2021-03-04 22:16:33,KID,"1",KID,SE,Kristianstad,Sweden,Europe/Stockholm
8897,Kerry,,Ireland,52.181477,-9.535666,2021-03-04 22:16:33,2021-03-04 22:16:33,KIR,,KIR,IE,Kerry,Ireland,Europe/Dublin
8898,Kithira,,Greece,36.291668,23.025,2021-03-04 22:16:33,2021-03-04 22:16:33,KIT,"2",KIT,GR,Kithira,Greece,Europe/Athens
8899,International Airport Chisinau,,Moldova,46.935444,28.934967,2021-03-04 22:16:33,2021-03-04 22:16:33,KIV,"2",KIV,MD,International Airport Chisinau,Moldova,Europe/Chisinau
8900,Kortrijk,,Belgium,50.817223,3.201667,2021-03-04 22:16:33,2021-03-04 22:16:33,KJK,"1",KJK,BE,Kortrijk,Belgium,Europe/Brussels
8901,Hoeybuktmoen,,Norway,69.7235,29.891184,2021-03-04 22:16:33,2021-03-04 22:16:33,KKN,"1",KKN,NO,Hoeybuktmoen,Norway,Europe/Oslo
8902,Kilkenny,,Ireland,52.65,-7.25,2021-03-04 22:16:33,2021-03-04 22:16:33,KKY,,KKY,IE,Kilkenny,Ireland,Europe/Dublin
8903,Migalovo,,Russia,56.916668,35.916668,2021-03-04 22:16:33,2021-03-04 22:16:33,KLD,"3",KLD,RU,Migalovo,Russia,Europe/Moscow
8904,Kaluga,,Russia,54.5,36.266666,2021-03-04 22:16:33,2021-03-04 22:16:33,KLF,"3",KLF,RU,Kaluga,Russia,Europe/Moscow
8905,Kalmar,,Sweden,56.685,16.287222,2021-03-04 22:16:33,2021-03-04 22:16:33,KLR,"1",KLR,SE,Kalmar,Sweden,Europe/Stockholm
8906,Alpe Adria,,Austria,46.650124,14.324192,2021-03-04 22:16:33,2021-03-04 22:16:33,KLU,"1",KLU,AT,Alpe Adria,Austria,Europe/Vienna
8907,Karlovy Vary,,Czech Republic,50.2,12.916667,2021-03-04 22:16:33,2021-03-04 22:16:33,KLV,"1",KLV,CZ,Karlovy Vary,Czech Republic,Europe/Prague
8908,Kalamata,,Greece,37.069443,22.027779,2021-03-04 22:16:33,2021-03-04 22:16:33,KLX,"2",KLX,GR,Kalamata,Greece,Europe/Athens
8909,Sokerkino,,Russia,57.75,40.933334,2021-03-04 22:16:33,2021-03-04 22:16:33,KMW,"3",KMW,RU,Sokerkino,Russia,Europe/Moscow
8910,Marham RAF,,United Kingdom,52.75,0.4,2021-03-04 22:16:33,2021-03-04 22:16:33,KNF,,KNF,GB,Marham RAF,United Kingdom,Europe/London
8911,Orkney Island,,United Kingdom,58.958057,-2.900556,2021-03-04 22:16:34,2021-03-04 22:16:34,KOI,,KOI,GB,Orkney Island,United Kingdom,Europe/London
8912,Kruunupyy,,Finland,63.718838,23.133068,2021-03-04 22:16:34,2021-03-04 22:16:34,KOK,"2",KOK,FI,Kruunupyy,Finland,Europe/Helsinki
8913,Kramfors,,Sweden,63.049442,17.772778,2021-03-04 22:16:34,2021-03-04 22:16:34,KRF,"1",KRF,SE,Kramfors,Sweden,Europe/Stockholm
8914,John Paul II Balice International,,Poland,50.075493,19.793743,2021-03-04 22:16:34,2021-03-04 22:16:34,KRK,"1",KRK,PL,John Paul II Balice International,Poland,Europe/Warsaw
8915,Kiruna,,Sweden,67.82222,20.345833,2021-03-04 22:16:34,2021-03-04 22:16:34,KRN,"1",KRN,SE,Kiruna,Sweden,Europe/Stockholm
8916,Karup,,Denmark,56.3,9.116667,2021-03-04 22:16:34,2021-03-04 22:16:34,KRP,"1",KRP,DK,Karup,Denmark,Europe/Copenhagen
8917,Kramatorsk,,Ukraine,48.716667,37.61667,2021-03-04 22:16:34,2021-03-04 22:16:34,KRQ,"2",KRQ,UA,Kramatorsk,Ukraine,Europe/Kiev
8918,Pashkovsky,,Russia,45.034138,39.139004,2021-03-04 22:16:34,2021-03-04 22:16:34,KRR,"3",KRR,RU,Pashkovsky,Russia,Europe/Moscow
8919,Kjevik,,Norway,58.20255,8.073732,2021-03-04 22:16:34,2021-03-04 22:16:34,KRS,"1",KRS,NO,Kjevik,Norway,Europe/Oslo
8920,Barca,,Slovakia,48.666668,21.25,2021-03-04 22:16:34,2021-03-04 22:16:34,KSC,"1",KSC,SK,Barca,Slovakia,Europe/Bratislava
8921,Karlstad,,Sweden,59.360283,13.472059,2021-03-04 22:16:34,2021-03-04 22:16:34,KSD,"1",KSD,SE,Karlstad,Sweden,Europe/Stockholm
8922,Kassel-Calden,,Germany,51.415855,9.380858,2021-03-04 22:16:34,2021-03-04 22:16:34,KSF,"1",KSF,DE,Kassel-Calden,Germany,Europe/Berlin
8923,Kasos Island,,Greece,35.42139,26.916668,2021-03-04 22:16:34,2021-03-04 22:16:34,KSJ,"2",KSJ,GR,Kasos Island,Greece,Europe/Athens
8924,Aristoteles Airport,,Greece,40.450832,21.273333,2021-03-04 22:16:34,2021-03-04 22:16:34,KSO,"2",KSO,GR,Aristoteles Airport,Greece,Europe/Athens
8925,Kvernberget,,Norway,63.114723,7.844444,2021-03-04 22:16:34,2021-03-04 22:16:34,KSU,"1",KRS,NO,Kvernberget,Norway,Europe/Oslo
8926,Kars,,Turkey,40.551666,43.085835,2021-03-04 22:16:34,2021-03-04 22:16:34,KSY,"3",KSY,TR,Kars,Turkey,Europe/Istanbul
8927,Kotlas,,Russia,61.233334,46.7,2021-03-04 22:16:34,2021-03-04 22:16:34,KSZ,"3",KSZ,RU,Kotlas,Russia,Europe/Moscow
8928,Kitee,,Finland,62.165833,30.076668,2021-03-04 22:16:34,2021-03-04 22:16:34,KTQ,"2",KTQ,FI,Kitee,Finland,Europe/Helsinki
8929,Kittila,,Finland,67.695946,24.859028,2021-03-04 22:16:34,2021-03-04 22:16:34,KTT,"2",KTT,FI,Kittila,Finland,Europe/Helsinki
8930,Pyrzowice,,Poland,50.470833,19.07403,2021-03-04 22:16:34,2021-03-04 22:16:34,KTW,"1",KTW,PL,Pyrzowice,Poland,Europe/Warsaw
8931,Kurumoch,,Russia,53.50782,50.14742,2021-03-04 22:16:34,2021-03-04 22:16:34,KUF,"4",KUF,RU,Kurumoch,Russia,Europe/Samara
8932,Kaunas,,Lithuania,54.9,23.916668,2021-03-04 22:16:34,2021-03-04 22:16:34,KUN,"2",KUN,LT,Kaunas,Lithuania,Europe/Vilnius
8933,Kuopio,,Finland,63.008907,27.788696,2021-03-04 22:16:34,2021-03-04 22:16:34,KUO,"2",KUO,FI,Kuopio,Finland,Europe/Helsinki
8934,Megas Alexandros International,,Greece,40.912994,24.619675,2021-03-04 22:16:34,2021-03-04 22:16:34,KVA,"2",KVA,GR,Megas Alexandros International,Greece,Europe/Athens
8935,Skovde,,Sweden,58.45,13.966667,2021-03-04 22:16:34,2021-03-04 22:16:34,KVB,"1",KVB,SE,Skovde,Sweden,Europe/Stockholm
8936,Kirovsk,,Russia,67.583336,33.583332,2021-03-04 22:16:34,2021-03-04 22:16:34,KVK,"3",KVK,RU,Kirovsk,Russia,Europe/Volgograd
8937,Kirov,,Russia,58.5,49.35,2021-03-04 22:16:34,2021-03-04 22:16:34,KVX,"3",KVX,RU,Kirov,Russia,Europe/Volgograd
8938,Krivoy Rog,,Ukraine,48.05,33.216667,2021-03-04 22:16:34,2021-03-04 22:16:34,KWG,"2",KWG,UA,Krivoy Rog,Ukraine,Europe/Kiev
8939,Konya,,Turkey,37.979168,32.56222,2021-03-04 22:16:34,2021-03-04 22:16:34,KYA,"3",KYA,TR,Konya,Turkey,Europe/Istanbul
8940,Kitzingen,,Germany,49.733334,10.15,2021-03-04 22:16:34,2021-03-04 22:16:34,KZG,"1",KZG,DE,Kitzingen,Germany,Europe/Berlin
8941,Philippos Airport,,Greece,40.288612,21.841944,2021-03-04 22:16:34,2021-03-04 22:16:34,KZI,"2",KZI,GR,Philippos Airport,Greece,Europe/Athens
8942,Kazan,,Russia,55.60844,49.29824,2021-03-04 22:16:34,2021-03-04 22:16:34,KZN,"3",KZN,RU,Kazan,Russia,Europe/Moscow
8943,Kastelorizo,,Greece,36.083332,29.333332,2021-03-04 22:16:34,2021-03-04 22:16:34,KZS,"2",KZS,GR,Kastelorizo,Greece,Europe/Athens
8944,Servel,,France,48.754166,-3.481944,2021-03-04 22:16:34,2021-03-04 22:16:34,LAI,"1",LAI,FR,Servel,France,Europe/Paris
8945,Leeds/bradford,,United Kingdom,53.86934,-1.659985,2021-03-04 22:16:34,2021-03-04 22:16:34,LBA,,LBA,GB,Leeds/bradford,United Kingdom,Europe/London
8946,Lübeck Blankensee,,Germany,53.80527,10.701162,2021-03-04 22:16:34,2021-03-04 22:16:34,LBC,"1",HAM,DE,Lübeck Blankensee,Germany,Europe/Berlin
8947,Le Bourget,,France,48.971943,2.4425,2021-03-04 22:16:34,2021-03-04 22:16:34,LBG,"1",PAR,FR,Le Bourget,France,Europe/Paris
8948,Le Sequestre,,France,43.933334,2.15,2021-03-04 22:16:34,2021-03-04 22:16:34,LBI,"1",LBI,FR,Le Sequestre,France,Europe/Paris
8949,Montoir,,France,47.28889,-2.345833,2021-03-04 22:16:34,2021-03-04 22:16:34,LBY,"1",LBY,FR,Montoir,France,Europe/Paris
8950,Galatina,,Italy,40.24278,18.133333,2021-03-04 22:16:34,2021-03-04 22:16:34,LCC,"1",LCC,IT,Galatina,Italy,Europe/Rome
8951,La Coruna,,Spain,43.30236,-8.381923,2021-03-04 22:16:34,2021-03-04 22:16:34,LCG,"1",LCG,ES,La Coruna,Spain,Europe/Madrid
8952,Lodz Lublinek,,Poland,51.721943,19.398333,2021-03-04 22:16:34,2021-03-04 22:16:34,LCJ,"1",LCJ,PL,Lodz Lublinek,Poland,Europe/Warsaw
8953,Lucca,,Italy,43.833332,10.583333,2021-03-04 22:16:34,2021-03-04 22:16:34,LCV,"1",LCV,IT,Lucca,Italy,Europe/Rome
8954,London City Airport,,United Kingdom,51.5,0.05,2021-03-04 22:16:35,2021-03-04 22:16:35,LCY,,LON,GB,London City Airport,United Kingdom,Europe/London
8955,Tarbes Ossun Lourdes,,France,43.18651,0.003368,2021-03-04 22:16:35,2021-03-04 22:16:35,LDE,"1",LDE,FR,Tarbes Ossun Lourdes,France,Europe/Paris
8956,Leshukonskoye,,Russia,64.9,45.75,2021-03-04 22:16:35,2021-03-04 22:16:35,LDG,"3",LDG,RU,Leshukonskoye,Russia,Europe/Moscow
8957,Eglinton (City of Derry),,United Kingdom,55.039566,-7.155835,2021-03-04 22:16:35,2021-03-04 22:16:35,LDY,,LDY,GB,Eglinton (City of Derry),United Kingdom,Europe/London
8958,Pulkovo,,Russia,59.806084,30.3083,2021-03-04 22:16:35,2021-03-04 22:16:35,LED,"3",LED,RU,Pulkovo,Russia,Europe/Moscow
8959,Octeville,,France,49.53889,0.088611,2021-03-04 22:16:35,2021-03-04 22:16:35,LEH,"1",LEH,FR,Octeville,France,Europe/Paris
8960,Almeria,,Spain,36.847984,-2.371873,2021-03-04 22:16:35,2021-03-04 22:16:35,LEI,"1",LEI,ES,Almeria,Spain,Europe/Madrid
8961,Halle,,Germany,51.42026,12.221202,2021-03-04 22:16:35,2021-03-04 22:16:35,LEJ,"1",LEJ,DE,Halle,Germany,Europe/Berlin
8962,Leon,,Spain,42.59057,-5.64629,2021-03-04 22:16:35,2021-03-04 22:16:35,LEN,"1",LEN,ES,Leon,Spain,Europe/Madrid
8963,Lands End,,United Kingdom,50.05,-5.733333,2021-03-04 22:16:35,2021-03-04 22:16:35,LEQ,,LEQ,GB,Lands End,United Kingdom,Europe/London
8964,Seo de Urgel,,Spain,42.416668,1.466667,2021-03-04 22:16:35,2021-03-04 22:16:35,LEU,"1",LEU,ES,Seo de Urgel,Spain,Europe/Madrid
8965,Liege Airport,,Belgium,50.643333,5.460149,2021-03-04 22:16:35,2021-03-04 22:16:35,LGG,"1",LGG,BE,Liege Airport,Belgium,Europe/Brussels
8966,Gatwick,,United Kingdom,51.156807,-0.161863,2021-03-04 22:16:35,2021-03-04 22:16:35,LGW,,LON,GB,Gatwick,United Kingdom,Europe/London
8967,Black Forest,,Germany,48.333332,7.883333,2021-03-04 22:16:35,2021-03-04 22:16:35,LHA,"1",LHA,DE,Black Forest,Germany,Europe/Berlin
8968,Heathrow,,United Kingdom,51.469604,-0.453566,2021-03-04 22:16:35,2021-03-04 22:16:35,LHR,,LON,GB,Heathrow,United Kingdom,Europe/London
8969,Bellegarde,,France,45.86218,1.176245,2021-03-04 22:16:35,2021-03-04 22:16:35,LIG,"1",LIG,FR,Bellegarde,France,Europe/Paris
8970,Lesquin,,France,50.57205,3.106067,2021-03-04 22:16:35,2021-03-04 22:16:35,LIL,"1",LIL,FR,Lesquin,France,Europe/Paris
8971,Linate,,Italy,45.460957,9.279157,2021-03-04 22:16:35,2021-03-04 22:16:35,LIN,"1",MIL,IT,Linate,Italy,Europe/Rome
8972,Lisbon Portela,,Portugal,38.770042,-9.128165,2021-03-04 22:16:35,2021-03-04 22:16:35,LIS,,LIS,PT,Lisbon Portela,Portugal,Europe/Lisbon
8973,Brnik,,Slovenia,46.23102,14.454972,2021-03-04 22:16:35,2021-03-04 22:16:35,LJU,"1",LJU,SI,Brnik,Slovenia,Europe/Ljubljana
8974,Banak,,Norway,70.06778,24.973612,2021-03-04 22:16:35,2021-03-04 22:16:35,LKL,"1",LKL,NO,Banak,Norway,Europe/Oslo
8975,Leknes,,Norway,68.15421,13.614864,2021-03-04 22:16:35,2021-03-04 22:16:35,LKN,"1",LKN,NO,Leknes,Norway,Europe/Oslo
8976,Kallax,,Sweden,65.54939,22.123587,2021-03-04 22:16:35,2021-03-04 22:16:35,LLA,"1",LLA,SE,Kallax,Sweden,Europe/Stockholm
8977,Arnage,,France,48.0,1.25,2021-03-04 22:16:35,2021-03-04 22:16:35,LME,"1",LME,FR,Arnage,France,Europe/Paris
8978,RAF Station,,United Kingdom,57.716667,-3.333333,2021-03-04 22:16:35,2021-03-04 22:16:35,LMO,,LMO,GB,RAF Station,United Kingdom,Europe/London
8979,Lampedusa,,Italy,35.5,12.616667,2021-03-04 22:16:35,2021-03-04 22:16:35,LMP,"1",LMP,IT,Lampedusa,Italy,Europe/Rome
8980,Smolensk,,Russia,54.8,32.05,2021-03-04 22:16:35,2021-03-04 22:16:35,LNX,"3",LNX,RU,Smolensk,Russia,Europe/Moscow
8981,Blue Danube,,Austria,48.23987,14.193345,2021-03-04 22:16:35,2021-03-04 22:16:35,LNZ,"1",LNZ,AT,Blue Danube,Austria,Europe/Vienna
8982,Linkoping,,Sweden,58.406944,15.656944,2021-03-04 22:16:35,2021-03-04 22:16:35,LPI,"1",LPI,SE,Linkoping,Sweden,Europe/Stockholm
8983,Lipetsk,,Russia,52.61667,39.6,2021-03-04 22:16:35,2021-03-04 22:16:35,LPK,"3",LPK,RU,Lipetsk,Russia,Europe/Moscow
8984,Liverpool John Lennon,,United Kingdom,53.337616,-2.854905,2021-03-04 22:16:35,2021-03-04 22:16:35,LPL,,LPL,GB,Liverpool John Lennon,United Kingdom,Europe/London
8985,Lappeenranta,,Finland,61.046112,28.156668,2021-03-04 22:16:35,2021-03-04 22:16:35,LPP,"2",LPP,FI,Lappeenranta,Finland,Europe/Helsinki
8986,Liepaja,,Latvia,56.516666,21.1,2021-03-04 22:16:35,2021-03-04 22:16:35,LPX,"2",LPX,LV,Liepaja,Latvia,Europe/Riga
8987,Loudes,,France,45.083332,3.766667,2021-03-04 22:16:35,2021-03-04 22:16:35,LPY,"1",LPY,FR,Loudes,France,Europe/Paris
8988,Larisa,,Greece,39.65111,22.463888,2021-03-04 22:16:35,2021-03-04 22:16:35,LRA,"2",LRA,GR,Larisa,Greece,Europe/Athens
8989,Laleu,,France,46.180557,-1.185833,2021-03-04 22:16:35,2021-03-04 22:16:35,LRH,"1",LRH,FR,Laleu,France,Europe/Paris
8990,Leros,,Greece,37.516666,26.783333,2021-03-04 22:16:35,2021-03-04 22:16:35,LRS,"2",LRS,GR,Leros,Greece,Europe/Athens
8991,Lann Bihoue,,France,47.75374,-3.436394,2021-03-04 22:16:35,2021-03-04 22:16:35,LRT,"1",LRT,FR,Lann Bihoue,France,Europe/Paris
8992,Sumburgh,,United Kingdom,59.877888,-1.287111,2021-03-04 22:16:35,2021-03-04 22:16:35,LSI,,SDZ,GB,Sumburgh,United Kingdom,Europe/London
8993,Talmont,,France,46.5,-1.783333,2021-03-04 22:16:35,2021-03-04 22:16:35,LSO,"1",LSO,FR,Talmont,France,Europe/Paris
8994,Losinj Airport,,Croatia,44.566944,14.385833,2021-03-04 22:16:36,2021-03-04 22:16:36,LSZ,"1",LSZ,HR,Losinj Airport,Croatia,Europe/Zagreb
8995,Luton Airport,,United Kingdom,51.87977,-0.376232,2021-03-04 22:16:36,2021-03-04 22:16:36,LTN,,LON,GB,Luton Airport,United Kingdom,Europe/London
8996,Le Touquet,,France,50.515,1.628056,2021-03-04 22:16:36,2021-03-04 22:16:36,LTQ,"1",LTQ,FR,Le Touquet,France,Europe/Paris
8997,Letterkenny,,Ireland,54.95,-7.733333,2021-03-04 22:16:36,2021-03-04 22:16:36,LTR,,LTR,IE,Letterkenny,Ireland,Europe/Dublin
8998,La Mole,,France,43.283333,6.633333,2021-03-04 22:16:36,2021-03-04 22:16:36,LTT,"1",LTT,FR,La Mole,France,Europe/Paris
8999,Lugano,,Switzerland,46.016666,8.966667,2021-03-04 22:16:36,2021-03-04 22:16:36,LUG,"1",LUG,CH,Lugano,Switzerland,Europe/Zurich
